ID,edad,genero,estado_civil,tipo_vivienda,integrantes,zona_geografica,tipo_zona,monto_solicitado,plazo,periodo,sector_economico,ingreso_mensual_bruto,costo_inversion,ingreso_mensual_neto,ingreso_adicional,ingreso_terceros,ingreso_total,gasto_basico,gastos_operativos,gastos_financieros,gasto_total,deuda_total_financiera,puntaje_experian,capacidad_pago_porcentaje,aprobado
SOL-008123,47,M,viudo,Propia,5,Sierra,Rural,5348,84,Diario,Comercio,8489,63,3140.93,442,1566,5148.93,890,92,125,1107,250,785,78.5,1
SOL-008124,63,F,conviviente,Familiar,3,Selva,Rural,464,45,Semanal,Comercio,2830,72,792.4,101,480,1373.4,590,79,150,819,3150,558,40.37,0
SOL-008125,56,M,soltero,Alquilada,1,Sierra,Rural,12722,10,Quincenal,Servicios,5754,25,4315.5,1580,913,6808.5,390,155,807,1352,8070,737,80.14,0
SOL-008126,21,M,soltero,Alquilada,1,Costa,Rural,2861,7,Mensual,Transporte,9171,60,3668.4,809,912,5389.4,430,305,467,1202,3736,824,77.7,1
SOL-008127,38,M,divorciado,Propia,2,Sierra,Periurbano,2629,24,Semanal,Servicios,8641,73,2333.07,2037,609,4979.07,590,147,208,945,2912,903,81.02,1
SOL-008128,69,F,soltero,Propia,1,Selva,Periurbano,3355,11,Quincenal,Comercio,7138,77,1641.74,1244,788,3673.74,430,126,245,801,980,772,78.2,1
SOL-008129,25,M,soltero,Alquilada,1,Sierra,Rural,6624,11,Semanal,Comercio,3749,21,2961.71,400,582,3943.71,390,126,225,741,3375,716,81.21,0
SOL-008130,65,F,casado,Alquilada,6,Selva,Periurbano,5431,9,Mensual,Servicios,6275,63,2321.75,482,622,3425.75,1240,223,389,1852,9336,416,45.94,0
SOL-008131,68,M,soltero,Alquilada,1,Costa,Rural,2950,10,Mensual,Servicios,3506,65,1227.1,450,444,2121.1,430,68,49,547,490,802,74.21,1
SOL-008132,39,M,divorciado,Familiar,4,Costa,Rural,1348,70,Diario,Produccion,6777,75,1694.25,565,736,2995.25,840,128,268,1236,4020,592,58.73,0
SOL-008133,48,M,casado,Alquilada,6,Costa,Rural,5895,4,Mensual,Comercio,8559,75,2139.75,2383,530,5052.75,1150,100,180,1430,4860,577,71.7,0
SOL-008134,34,M,conviviente,Familiar,1,Sierra,Rural,6935,119,Diario,Transporte,9829,43,5602.53,137,788,6527.53,390,480,247,1117,1482,759,82.89,1
SOL-008135,21,M,soltero,Familiar,1,Sierra,Periurbano,1741,9,Mensual,Transporte,1751,62,665.38,243,125,1033.38,450,63,10,523,90,672,49.39,1
SOL-008136,51,M,divorciado,Alquilada,5,Selva,Urbano,1805,12,Semanal,Comercio,7699,58,3233.58,2034,915,6182.58,1160,180,409,1749,1636,967,71.71,1
SOL-008137,51,F,viudo,Alquilada,4,Selva,Urbano,4403,5,Semanal,Produccion,5777,47,3061.81,656,753,4470.81,990,120,537,1647,16110,496,63.16,0
SOL-008138,55,M,viudo,Familiar,1,Selva,Rural,1423,93,Diario,Produccion,2608,73,704.16,337,332,1373.16,350,60,34,444,816,799,67.67,1
SOL-008139,46,F,conviviente,Alquilada,1,Costa,Rural,6668,22,Quincenal,Comercio,6729,60,2691.6,656,320,3667.6,430,159,194,783,776,862,78.65,1
SOL-008140,55,F,casado,Alquilada,2,Costa,Urbano,8020,7,Quincenal,Servicios,8074,53,3794.78,1371,173,5338.78,710,79,453,1242,6795,873,76.74,0
SOL-008141,38,M,casado,Alquilada,4,Costa,Rural,5448,6,Mensual,Comercio,7920,70,2376,1092,225,3693,840,229,326,1395,10758,387,62.23,0
SOL-008142,68,F,divorciado,Familiar,3,Selva,Rural,3533,6,Quincenal,Servicios,6529,65,2285.15,11,718,3014.15,590,168,72,830,792,964,72.46,1
SOL-008143,48,M,soltero,Propia,1,Sierra,Periurbano,2588,6,Mensual,Servicios,3169,65,1109.15,245,181,1535.15,450,108,95,653,950,717,57.46,1
SOL-008144,18,M,soltero,Familiar,1,Selva,Urbano,1387,21,Quincenal,Produccion,7980,81,1516.2,885,109,2510.2,490,95,256,841,4608,613,66.5,0
SOL-008145,19,F,soltero,Propia,1,Costa,Rural,7627,22,Quincenal,Comercio,4615,43,2630.55,496,448,3574.55,430,238,398,1066,3582,782,70.18,0
SOL-008146,49,F,conviviente,Alquilada,4,Selva,Periurbano,1395,4,Quincenal,Transporte,5771,60,2308.4,1701,486,4495.4,920,116,321,1357,3210,989,69.81,1
SOL-008147,70,F,divorciado,Familiar,3,Selva,Periurbano,1411,12,Mensual,Transporte,5903,70,1770.9,1007,425,3202.9,740,63,249,1052,4482,528,67.15,0
SOL-008148,58,M,casado,Alquilada,2,Selva,Urbano,2159,83,Diario,Comercio,3714,72,1039.92,875,61,1975.92,640,95,104,839,624,686,57.54,1
SOL-008149,37,M,divorciado,Alquilada,1,Sierra,Periurbano,746,23,Quincenal,Transporte,4920,74,1279.2,459,145,1883.2,450,118,84,652,1176,845,65.38,1
SOL-008150,47,M,casado,Familiar,4,Sierra,Urbano,1458,9,Mensual,Servicios,1496,61,583.44,16,17,616.44,1000,50,70,1120,280,992,-81.69,0
SOL-008151,28,F,casado,Propia,4,Sierra,Periurbano,2963,4,Mensual,Produccion,5365,74,1394.9,535,827,2756.9,890,110,183,1183,2196,747,57.09,0
SOL-008152,32,F,casado,Alquilada,3,Costa,Periurbano,707,97,Diario,Comercio,4192,72,1173.76,1210,267,2650.76,790,112,197,1099,3940,567,58.54,0
SOL-008153,37,F,divorciado,Propia,1,Costa,Periurbano,8190,12,Mensual,Comercio,9908,68,3170.56,1385,309,4864.56,480,183,393,1056,393,963,78.29,1
SOL-008154,57,M,soltero,Propia,1,Selva,Rural,8408,6,Mensual,Produccion,4694,30,3285.8,488,290,4063.8,350,242,116,708,464,990,82.58,1
SOL-008155,41,F,soltero,Propia,1,Sierra,Periurbano,11825,70,Diario,Comercio,5123,15,4354.55,97,7,4458.55,450,182,195,827,390,890,81.45,1
SOL-008156,56,F,viudo,Familiar,2,Sierra,Periurbano,10792,51,Diario,Comercio,8696,15,7391.6,1659,535,9585.6,590,586,776,1952,3104,883,79.64,1
SOL-008157,47,F,divorciado,Familiar,3,Costa,Rural,968,19,Quincenal,Servicios,1873,51,917.77,533,362,1812.77,700,70,149,919,5364,480,49.3,0
SOL-008158,30,F,soltero,Alquilada,1,Selva,Rural,5129,5,Mensual,Comercio,6062,60,2424.8,578,683,3685.8,350,86,143,579,3432,668,84.29,0
SOL-008159,44,F,soltero,Alquilada,1,Sierra,Periurbano,416,23,Quincenal,Comercio,1277,67,421.41,272,240,933.41,450,50,21,521,126,730,44.18,1
SOL-008160,54,F,divorciado,Alquilada,2,Costa,Periurbano,5101,53,Diario,Servicios,9957,62,3783.66,782,772,5337.66,630,112,523,1265,8368,571,76.3,0
SOL-008161,22,M,conviviente,Propia,2,Selva,Periurbano,3559,11,Mensual,Produccion,5128,63,1897.36,511,885,3293.36,580,56,310,946,10230,458,71.28,0
SOL-008162,31,M,casado,Alquilada,1,Costa,Urbano,4207,46,Semanal,Comercio,3545,15,3013.25,440,436,3889.25,550,299,145,994,1740,920,74.44,1
SOL-008163,23,F,conviviente,Alquilada,6,Costa,Urbano,4694,41,Semanal,Comercio,4451,18,3649.82,511,388,4548.82,1440,254,677,2371,6770,974,47.88,0
SOL-008164,35,M,viudo,Alquilada,1,Selva,Urbano,1251,21,Quincenal,Produccion,4180,31,2884.2,783,237,3904.2,490,236,251,977,3765,795,74.98,0
SOL-008165,52,M,conviviente,Propia,6,Selva,Periurbano,1510,8,Quincenal,Servicios,1747,66,593.98,158,290,1041.98,1240,57,46,1343,92,722,-28.89,0
SOL-008166,68,F,viudo,Propia,2,Sierra,Urbano,8747,2,Quincenal,Comercio,7149,40,4289.4,1304,207,5800.4,670,150,243,1063,2430,889,81.67,1
SOL-008167,32,M,divorciado,Alquilada,1,Sierra,Urbano,2882,8,Mensual,Produccion,7120,64,2563.2,1959,1336,5858.2,520,208,394,1122,2364,908,80.85,1
SOL-008168,62,F,conviviente,Alquilada,4,Sierra,Urbano,2150,42,Diario,Produccion,4542,32,3088.56,702,292,4082.56,1000,277,533,1810,19188,267,55.67,0
SOL-008169,40,M,soltero,Familiar,1,Sierra,Urbano,3362,11,Mensual,Transporte,6123,58,2571.66,34,1035,3640.66,520,113,265,898,5300,590,75.33,0
SOL-008170,61,F,casado,Propia,4,Sierra,Periurbano,2121,21,Quincenal,Transporte,4838,40,2902.8,730,154,3786.8,890,243,186,1319,1116,848,65.17,1
SOL-008171,40,M,divorciado,Familiar,1,Selva,Rural,2843,12,Quincenal,Servicios,2047,52,982.56,160,6,1148.56,350,97,49,496,343,702,56.82,1
SOL-008172,40,F,viudo,Alquilada,5,Sierra,Urbano,394,22,Semanal,Servicios,1564,75,391,75,104,570,1180,49,9,1238,243,669,-100,0
SOL-008173,60,M,divorciado,Familiar,5,Selva,Periurbano,2293,13,Semanal,Comercio,6032,62,2292.16,879,708,3879.16,1080,218,104,1402,1560,933,63.86,1
SOL-008174,69,M,casado,Alquilada,1,Selva,Rural,2255,37,Diario,Comercio,7477,42,4336.66,59,968,5363.66,350,59,657,1066,1314,679,80.13,1
SOL-008175,28,F,divorciado,Alquilada,5,Sierra,Periurbano,6631,16,Semanal,Produccion,7354,56,3235.76,421,1241,4897.76,1050,64,353,1467,2118,811,70.05,1
SOL-008176,40,F,viudo,Familiar,1,Sierra,Periurbano,4145,6,Semanal,Comercio,7748,80,1549.6,834,545,2928.6,450,121,240,811,1920,884,72.31,1
SOL-008177,56,M,conviviente,Propia,2,Costa,Rural,15567,13,Semanal,Produccion,7502,15,6376.7,946,305,7627.7,560,162,929,1651,5574,757,78.36,1
SOL-008178,29,F,divorciado,Familiar,6,Sierra,Urbano,9265,15,Quincenal,Comercio,7696,58,3232.32,1122,501,4855.32,1350,315,12,1677,168,841,65.46,1
SOL-008179,63,F,casado,Alquilada,4,Costa,Rural,16822,18,Quincenal,Transporte,8543,18,7005.26,1882,181,9068.26,840,468,346,1654,5190,843,81.76,1
SOL-008180,35,M,viudo,Propia,5,Selva,Periurbano,766,6,Quincenal,Servicios,5275,85,791.25,16,412,1219.25,1080,67,84,1231,756,652,-0.96,0
SOL-008181,44,M,conviviente,Propia,5,Sierra,Periurbano,2392,4,Quincenal,Comercio,9251,56,4070.44,1147,819,6036.44,1050,146,551,1747,13224,577,71.06,0
SOL-008182,59,F,viudo,Familiar,1,Costa,Urbano,2670,24,Semanal,Comercio,5104,74,1327.04,491,305,2123.04,550,132,120,802,1920,676,62.22,0
SOL-008183,65,M,casado,Propia,6,Selva,Rural,3096,9,Mensual,Comercio,6441,60,2576.4,1479,1235,5290.4,970,111,433,1514,2598,963,71.38,1
SOL-008184,47,F,divorciado,Alquilada,3,Selva,Urbano,10368,6,Mensual,Transporte,9075,38,5626.5,2255,1011,8892.5,800,370,31,1201,1023,901,86.49,1
SOL-008185,51,M,soltero,Familiar,1,Costa,Rural,562,80,Diario,Produccion,6013,32,4088.84,1525,246,5859.84,430,182,430,1042,5160,900,82.22,0
SOL-008186,53,M,divorciado,Propia,6,Sierra,Rural,3152,15,Semanal,Comercio,6242,70,1872.6,1052,81,3005.6,1020,59,109,1188,545,970,60.47,1
SOL-008187,47,F,casado,Familiar,6,Costa,Rural,2946,5,Semanal,Transporte,7327,69,2271.37,164,721,3156.37,1150,143,443,1736,1772,963,45,1
SOL-008188,57,F,divorciado,Alquilada,6,Selva,Periurbano,1281,4,Mensual,Servicios,4376,60,1750.4,901,413,3064.4,1240,136,256,1632,768,935,46.74,1
SOL-008189,48,F,divorciado,Propia,1,Selva,Urbano,4623,15,Quincenal,Servicios,8877,60,3550.8,254,725,4529.8,490,164,74,728,2220,783,83.93,1
SOL-008190,44,F,soltero,Familiar,1,Costa,Rural,2184,9,Mensual,Transporte,9791,70,2937.3,2476,1733,7146.3,430,140,410,980,9840,637,86.29,0
SOL-008191,40,M,viudo,Propia,5,Selva,Urbano,1665,24,Semanal,Servicios,4145,79,870.45,303,665,1838.45,1160,57,99,1316,1386,711,28.42,0
SOL-008192,21,F,soltero,Alquilada,1,Costa,Rural,653,34,Semanal,Comercio,5816,70,1744.8,870,782,3396.8,430,53,271,754,1084,810,77.8,1
SOL-008193,37,F,casado,Familiar,5,Costa,Rural,1469,9,Semanal,Servicios,2698,70,809.4,213,451,1473.4,1000,54,95,1149,3420,379,22.02,0
SOL-008194,21,M,soltero,Alquilada,1,Costa,Rural,4117,11,Quincenal,Transporte,2827,42,1639.66,794,49,2482.66,430,115,171,716,1197,725,71.16,1
SOL-008195,32,F,soltero,Alquilada,1,Costa,Urbano,4694,15,Quincenal,Transporte,4114,45,2262.7,1155,659,4076.7,550,201,164,915,3280,692,77.56,0
SOL-008196,27,F,divorciado,Familiar,6,Selva,Urbano,7851,6,Mensual,Servicios,8975,63,3320.75,260,499,4079.75,1330,286,641,2257,3846,810,44.68,0
SOL-008197,56,M,divorciado,Alquilada,3,Sierra,Periurbano,2131,22,Quincenal,Produccion,3639,74,946.14,341,621,1908.14,740,68,89,897,979,742,52.99,1
SOL-008198,39,F,viudo,Propia,5,Costa,Periurbano,307,47,Diario,Comercio,4058,75,1014.5,181,24,1219.5,1130,58,114,1302,1710,917,-6.77,0
SOL-008199,32,M,soltero,Propia,1,Sierra,Periurbano,3729,24,Quincenal,Produccion,5997,73,1619.19,968,508,3095.19,450,107,261,818,5742,529,73.57,0
SOL-008200,25,M,soltero,Propia,1,Selva,Periurbano,1499,11,Quincenal,Servicios,3874,78,852.28,1087,297,2236.28,430,70,75,575,300,956,74.29,1
SOL-008201,27,M,conviviente,Propia,3,Selva,Urbano,1202,80,Diario,Produccion,1864,63,689.68,240,366,1295.68,800,56,69,925,1656,642,28.61,0
SOL-008202,38,F,viudo,Propia,4,Costa,Urbano,2019,5,Mensual,Comercio,4556,25,3417,1237,455,5109,1070,185,619,1874,7428,583,63.32,0
SOL-008203,31,F,conviviente,Familiar,1,Selva,Rural,3218,31,Semanal,Comercio,7958,60,3183.2,1114,1465,5762.2,350,287,592,1229,1776,984,78.67,1
SOL-008204,55,M,divorciado,Propia,2,Sierra,Urbano,4152,37,Semanal,Transporte,5740,74,1492.4,1515,610,3617.4,670,64,84,818,756,948,77.39,1
SOL-008205,43,M,conviviente,Familiar,3,Sierra,Urbano,794,22,Semanal,Comercio,2782,80,556.4,707,6,1269.4,830,54,108,992,648,851,21.85,0
SOL-008206,31,F,viudo,Alquilada,3,Costa,Periurbano,2115,4,Mensual,Produccion,1598,40,958.8,380,180,1518.8,790,64,101,955,3636,526,37.12,0
SOL-008207,32,F,soltero,Propia,1,Selva,Urbano,3006,37,Semanal,Transporte,5538,69,1716.78,872,976,3564.78,490,100,259,849,2331,824,76.18,1
SOL-008208,39,M,soltero,Familiar,1,Selva,Periurbano,9991,3,Mensual,Produccion,8637,60,3454.8,1044,1432,5930.8,430,329,247,1006,2223,878,83.04,1
SOL-008209,49,F,conviviente,Alquilada,3,Costa,Urbano,3556,39,Semanal,Comercio,9176,75,2294,1565,1566,5425,890,134,49,1073,392,745,80.22,1
SOL-008210,41,F,viudo,Propia,1,Sierra,Periurbano,514,11,Mensual,Servicios,4683,77,1077.09,208,425,1710.09,450,95,78,623,234,706,63.57,1
SOL-008211,51,F,soltero,Propia,1,Costa,Periurbano,3031,4,Mensual,Transporte,5157,59,2114.37,362,171,2647.37,480,158,130,768,390,873,70.99,1
SOL-008212,53,F,viudo,Propia,6,Selva,Rural,1394,9,Quincenal,Produccion,2739,63,1013.43,224,90,1327.43,970,57,153,1180,3213,596,11.11,0
SOL-008213,49,M,casado,Familiar,2,Selva,Rural,2378,33,Semanal,Servicios,5477,73,1478.79,454,86,2018.79,470,66,48,584,864,805,71.07,1
SOL-008214,49,M,casado,Alquilada,4,Sierra,Urbano,2387,3,Mensual,Comercio,8748,66,2974.32,686,1051,4711.32,1000,156,298,1454,2086,886,69.14,1
SOL-008215,42,F,viudo,Alquilada,4,Sierra,Urbano,1901,9,Semanal,Produccion,3111,64,1119.96,141,608,1868.96,1000,92,174,1266,522,783,32.26,1
SOL-008216,46,F,conviviente,Alquilada,5,Selva,Periurbano,4187,10,Mensual,Comercio,4235,53,1990.45,649,648,3287.45,1080,95,119,1294,2856,944,60.64,0
SOL-008217,33,M,casado,Propia,4,Sierra,Periurbano,5250,40,Semanal,Servicios,7480,68,2393.6,129,411,2933.6,890,71,409,1370,14724,62,53.3,0
SOL-008218,56,F,divorciado,Alquilada,4,Sierra,Urbano,1560,109,Diario,Comercio,5060,56,2226.4,825,333,3384.4,1000,50,52,1102,1560,936,67.44,1
SOL-008219,46,F,viudo,Propia,2,Sierra,Periurbano,3240,11,Mensual,Produccion,8527,65,2984.45,395,1114,4493.45,590,112,544,1246,2720,988,72.27,1
SOL-008220,38,M,divorciado,Familiar,5,Sierra,Rural,1010,67,Diario,Comercio,5391,69,1671.21,188,337,2196.21,890,120,288,1298,2304,746,40.9,0
SOL-008221,39,M,casado,Alquilada,4,Sierra,Periurbano,3465,16,Quincenal,Produccion,7063,69,2189.53,537,798,3524.53,890,153,75,1118,300,821,68.28,1
SOL-008222,55,F,viudo,Familiar,5,Costa,Urbano,989,106,Diario,Comercio,5154,72,1443.12,1028,179,2650.12,1250,142,99,1491,3564,613,43.74,0
SOL-008223,56,F,divorciado,Propia,5,Sierra,Urbano,3919,24,Quincenal,Servicios,4231,40,2538.6,582,687,3807.6,1180,59,154,1393,3234,861,63.42,0
SOL-008224,44,F,viudo,Propia,6,Sierra,Periurbano,8586,22,Quincenal,Produccion,6588,55,2964.6,1200,979,5143.6,1210,187,380,1777,7980,638,65.45,0
SOL-008225,43,M,casado,Alquilada,4,Selva,Rural,1212,12,Mensual,Servicios,3731,63,1380.47,90,61,1531.47,710,66,25,801,300,992,47.7,1
SOL-008226,44,M,divorciado,Propia,6,Sierra,Urbano,5954,22,Semanal,Comercio,5360,56,2358.4,665,525,3548.4,1350,198,53,1601,212,834,54.88,1
SOL-008227,30,F,casado,Familiar,4,Selva,Rural,2336,51,Semanal,Transporte,4110,70,1233,329,542,2104,710,91,244,1045,488,936,50.33,1
SOL-008228,39,M,casado,Familiar,6,Sierra,Periurbano,3439,12,Quincenal,Produccion,9630,76,2311.2,34,1054,3399.2,1210,78,329,1617,3290,655,52.43,0
SOL-008229,69,M,soltero,Familiar,1,Costa,Urbano,2318,4,Quincenal,Transporte,3049,56,1341.56,195,523,2059.56,550,54,68,672,748,705,67.37,1
SOL-008230,59,F,soltero,Propia,1,Selva,Periurbano,15514,91,Diario,Transporte,8797,40,5278.2,1500,1374,8152.2,430,494,854,1778,28182,301,78.19,0
SOL-008231,26,F,divorciado,Alquilada,2,Sierra,Urbano,2906,6,Mensual,Servicios,5159,13,4488.33,1490,615,6593.33,670,433,642,1745,13482,566,73.53,0
SOL-008232,55,M,viudo,Alquilada,4,Selva,Urbano,4412,12,Mensual,Produccion,7145,65,2500.75,1229,501,4230.75,990,212,98,1300,1176,764,69.27,1
SOL-008233,68,F,viudo,Familiar,4,Costa,Rural,3202,21,Quincenal,Servicios,4965,64,1787.4,1278,973,4038.4,840,100,184,1124,1104,662,72.17,1
SOL-008234,53,M,conviviente,Familiar,2,Selva,Periurbano,334,5,Mensual,Transporte,5150,65,1802.5,1348,2,3152.5,580,61,325,966,7150,631,69.36,0
SOL-008235,44,M,viudo,Familiar,5,Sierra,Periurbano,974,11,Mensual,Comercio,4915,66,1671.1,1225,482,3378.1,1050,113,261,1424,4176,507,57.85,0
SOL-008236,40,F,soltero,Propia,1,Sierra,Urbano,6275,12,Quincenal,Servicios,7585,70,2275.5,250,341,2866.5,520,136,110,766,220,804,73.28,1
SOL-008237,62,F,soltero,Propia,1,Costa,Urbano,4752,3,Mensual,Comercio,5577,68,1784.64,1483,976,4243.64,550,167,239,956,3824,509,77.47,0
SOL-008238,55,M,divorciado,Familiar,3,Sierra,Urbano,2609,4,Mensual,Transporte,9678,65,3387.3,1480,1213,6080.3,830,163,344,1337,6192,819,78.01,0
SOL-008239,29,F,conviviente,Alquilada,1,Sierra,Periurbano,4263,48,Diario,Comercio,9432,70,2829.6,2654,1373,6856.6,450,240,66,756,2376,900,88.97,1
SOL-008240,40,F,divorciado,Familiar,6,Costa,Rural,8270,55,Diario,Servicios,5433,43,3096.81,117,1018,4231.81,1150,66,417,1633,4587,675,61.41,0
SOL-008241,27,M,casado,Alquilada,5,Costa,Periurbano,1063,20,Quincenal,Comercio,1580,75,395,108,179,682,1130,44,6,1180,216,931,-73.02,0
SOL-008242,54,F,casado,Alquilada,2,Costa,Rural,3292,33,Diario,Servicios,2923,40,1753.8,705,243,2701.8,560,173,36,769,252,917,71.54,1
SOL-008243,30,F,soltero,Familiar,1,Selva,Rural,1701,3,Quincenal,Transporte,5130,18,4206.6,1106,543,5855.6,350,316,425,1091,8500,552,81.37,0
SOL-008244,70,M,divorciado,Propia,5,Sierra,Rural,3695,67,Diario,Comercio,3663,15,3113.55,239,20,3372.55,890,278,133,1301,3192,912,61.42,0
SOL-008245,24,M,divorciado,Familiar,3,Sierra,Periurbano,1550,72,Diario,Servicios,1295,57,556.85,184,126,866.85,740,53,31,824,186,691,4.94,0
SOL-008246,63,F,soltero,Alquilada,1,Selva,Rural,1266,119,Diario,Servicios,3667,73,990.09,655,555,2200.09,350,94,189,633,1890,753,71.23,0
SOL-008247,44,F,viudo,Alquilada,1,Sierra,Rural,2703,77,Diario,Servicios,5144,71,1491.76,951,5,2447.76,390,106,99,595,198,663,75.69,1
SOL-008248,55,F,conviviente,Propia,3,Costa,Urbano,3415,8,Mensual,Produccion,6795,53,3193.65,214,858,4265.65,890,178,171,1239,4617,998,70.95,0
SOL-008249,53,M,conviviente,Alquilada,2,Sierra,Rural,2546,90,Diario,Comercio,6531,71,1893.99,359,866,3118.99,520,188,226,934,678,762,70.05,1
SOL-008250,46,F,viudo,Propia,2,Costa,Periurbano,6052,12,Mensual,Comercio,6618,67,2183.94,298,674,3155.94,630,193,234,1057,8424,584,66.51,0
SOL-008251,48,M,soltero,Alquilada,1,Costa,Rural,708,84,Diario,Transporte,1058,75,264.5,144,120,528.5,430,39,48,517,144,659,2.18,0
SOL-008252,47,M,conviviente,Familiar,4,Costa,Periurbano,866,8,Mensual,Transporte,1260,60,504,89,6,599,960,50,79,1089,1422,629,-81.8,0
SOL-008253,46,F,soltero,Alquilada,1,Sierra,Periurbano,19114,23,Quincenal,Transporte,9883,15,8400.55,2374,534,11308.55,450,177,810,1437,24300,592,87.29,0
SOL-008254,47,F,soltero,Alquilada,1,Selva,Urbano,3413,23,Quincenal,Servicios,5281,30,3696.7,666,410,4772.7,490,240,449,1179,2694,735,75.3,1
SOL-008255,33,M,viudo,Propia,2,Selva,Periurbano,2562,23,Quincenal,Transporte,2737,68,875.84,584,378,1837.84,580,77,94,751,564,754,59.14,1
SOL-008256,68,F,conviviente,Propia,6,Selva,Rural,1399,11,Mensual,Comercio,5951,58,2499.42,455,449,3403.42,970,89,226,1285,1356,786,62.24,1
SOL-008257,54,F,divorciado,Propia,2,Costa,Rural,734,6,Mensual,Comercio,1292,54,594.32,7,202,803.32,560,51,23,634,184,652,21.08,0
SOL-008258,53,F,viudo,Propia,5,Selva,Periurbano,6252,15,Quincenal,Comercio,6871,66,2336.14,1050,1264,4650.14,1080,96,235,1411,2820,790,69.66,1
SOL-008259,47,F,soltero,Familiar,1,Costa,Periurbano,1279,45,Semanal,Transporte,1850,72,518,235,123,876,480,50,58,588,2088,314,32.88,0
SOL-008260,37,F,viudo,Familiar,5,Sierra,Rural,1517,4,Mensual,Comercio,3020,58,1268.4,675,81,2024.4,890,65,230,1185,1380,708,41.46,1
SOL-008261,46,F,viudo,Propia,4,Selva,Urbano,2338,4,Mensual,Servicios,6391,30,4473.7,1211,1016,6700.7,990,58,134,1182,4824,702,82.36,1
SOL-008262,19,M,soltero,Familiar,1,Costa,Periurbano,6294,28,Semanal,Produccion,8229,68,2633.28,967,1037,4637.28,480,103,518,1101,7770,564,76.26,0
SOL-008263,66,M,conviviente,Propia,6,Selva,Periurbano,4693,39,Diario,Comercio,5067,66,1722.78,556,228,2506.78,1240,132,290,1662,3480,640,33.7,0
SOL-008264,42,M,divorciado,Alquilada,4,Selva,Rural,3271,46,Semanal,Transporte,9302,65,3255.7,2015,340,5610.7,710,165,467,1342,4203,737,76.08,1
SOL-008265,62,F,viudo,Familiar,5,Selva,Urbano,940,3,Mensual,Produccion,1185,70,355.5,166,49,570.5,1160,42,66,1268,726,593,-100,0
SOL-008266,22,M,divorciado,Propia,5,Sierra,Rural,2875,72,Diario,Produccion,6121,60,2448.4,1557,691,4696.4,890,192,381,1463,4572,736,68.85,0
SOL-008267,49,F,viudo,Familiar,3,Costa,Periurbano,1107,12,Quincenal,Comercio,1656,60,662.4,258,48,968.4,790,53,58,901,696,667,6.96,0
SOL-008268,35,M,casado,Alquilada,6,Sierra,Periurbano,534,14,Quincenal,Produccion,5690,63,2105.3,15,1067,3187.3,1210,87,236,1533,708,868,51.9,1
SOL-008269,32,F,divorciado,Alquilada,2,Selva,Rural,1065,112,Diario,Comercio,1251,61,487.89,120,86,693.89,470,49,29,548,464,908,21.02,0
SOL-008270,27,F,viudo,Alquilada,2,Costa,Urbano,1440,108,Diario,Comercio,5000,66,1700,1044,185,2929,710,167,75,952,450,823,67.5,1
SOL-008271,30,F,conviviente,Alquilada,4,Selva,Urbano,1054,16,Quincenal,Transporte,2171,77,499.33,330,208,1037.33,990,50,24,1064,192,754,-2.57,0
SOL-008272,58,M,casado,Familiar,6,Costa,Urbano,2358,9,Semanal,Transporte,3591,70,1077.3,35,402,1514.3,1440,59,185,1684,1850,993,-11.21,0
SOL-008273,39,F,casado,Familiar,6,Sierra,Rural,2222,90,Diario,Produccion,9846,65,3446.1,258,938,4642.1,1020,161,56,1237,336,907,73.35,1
SOL-008274,61,M,soltero,Alquilada,1,Costa,Urbano,4236,15,Quincenal,Transporte,5478,63,2026.86,1022,702,3750.86,550,145,353,1048,1059,940,72.06,1
SOL-008275,55,M,conviviente,Alquilada,4,Sierra,Urbano,5557,9,Mensual,Produccion,3577,34,2360.82,422,182,2964.82,1000,190,332,1522,1328,725,48.66,1
SOL-008276,54,M,divorciado,Alquilada,6,Selva,Periurbano,5811,25,Semanal,Transporte,5422,30,3795.4,936,882,5613.4,1240,58,624,1922,9984,501,65.76,0
SOL-008277,20,F,soltero,Propia,1,Costa,Periurbano,1824,6,Mensual,Comercio,3235,75,808.75,787,51,1646.75,480,72,5,557,30,940,66.18,1
SOL-008278,32,M,divorciado,Alquilada,4,Costa,Periurbano,7242,47,Semanal,Produccion,6471,55,2911.95,1836,1021,5768.95,960,56,194,1210,2328,893,79.03,1
SOL-008279,21,M,soltero,Alquilada,1,Selva,Rural,707,85,Diario,Produccion,1163,71,337.27,331,23,691.27,350,44,52,446,520,895,35.48,0
SOL-008280,43,F,soltero,Alquilada,1,Sierra,Periurbano,3406,37,Diario,Comercio,2915,49,1486.65,499,470,2455.65,450,71,2,523,24,848,78.7,1
SOL-008281,33,F,conviviente,Propia,1,Selva,Rural,2920,7,Quincenal,Comercio,3602,45,1981.1,1021,542,3544.1,350,194,339,883,10170,320,75.09,0
SOL-008282,37,M,casado,Propia,4,Costa,Periurbano,9250,79,Diario,Produccion,6194,40,3716.4,1289,980,5985.4,960,290,23,1273,207,890,78.73,1
SOL-008283,46,M,soltero,Familiar,1,Sierra,Rural,5811,9,Mensual,Produccion,8067,74,2097.42,1419,200,3716.42,390,155,164,709,492,880,80.92,1
SOL-008284,33,F,divorciado,Familiar,3,Costa,Urbano,8458,35,Semanal,Produccion,9540,52,4579.2,2352,818,7749.2,890,159,798,1847,9576,549,76.17,0
