ID,edad,genero,estado_civil,tipo_vivienda,integrantes,zona_geografica,tipo_zona,monto_solicitado,plazo,periodo,sector_economico,ingreso_mensual_bruto,costo_inversion,ingreso_mensual_neto,ingreso_adicional,ingreso_terceros,ingreso_total,gasto_basico,gastos_operativos,gastos_financieros,gasto_total,puntaje_experian,aprobado
SOL-007041,43,M,conviviente,Familiar,5,Selva,Urbano,351,4,Mensual,Produccion,7029,40,4217.4,1185,293,5695.4,1160,342,586,2088,966,1
SOL-007042,22,M,casado,Familiar,2,Selva,Periurbano,3214,39,Semanal,Servicios,3437,63,1271.69,384,605,2260.69,580,94,119,793,692,1
SOL-007043,33,M,viudo,Familiar,3,Costa,Urbano,8313,22,Quincenal,Transporte,6355,15,5401.75,1144,517,7062.75,890,358,615,1863,705,1
SOL-007044,33,F,divorciado,Propia,5,Sierra,Urbano,5432,6,Mensual,Transporte,7138,69,2212.78,1104,1012,4328.78,1180,133,371,1684,725,1
SOL-007045,47,F,conviviente,Propia,2,Selva,Periurbano,2077,23,Semanal,Transporte,2389,30,1672.3,383,145,2200.3,580,72,262,914,834,1
SOL-007046,45,M,soltero,Familiar,1,Selva,Urbano,2081,9,Quincenal,Produccion,8250,63,3052.5,544,522,4118.5,490,270,514,1274,676,1
SOL-007047,55,F,casado,Alquilada,3,Costa,Urbano,3062,19,Quincenal,Comercio,4900,54,2254,737,798,3789,890,74,430,1394,710,1
SOL-007048,53,M,casado,Familiar,6,Sierra,Periurbano,326,52,Semanal,Comercio,3140,74,816.4,128,514,1458.4,1210,64,134,1408,938,0
SOL-007049,18,F,soltero,Alquilada,1,Selva,Urbano,5749,38,Semanal,Comercio,7785,65,2724.75,856,1029,4609.75,490,153,24,667,766,1
SOL-007050,62,M,conviviente,Familiar,5,Sierra,Periurbano,5325,15,Quincenal,Produccion,5844,40,3506.4,1752,129,5387.4,1050,158,522,1730,914,1
SOL-007051,53,F,viudo,Familiar,2,Costa,Rural,4173,7,Mensual,Comercio,3510,50,1755,709,90,2554,560,68,286,914,989,1
SOL-007052,19,M,soltero,Propia,1,Sierra,Periurbano,5008,12,Semanal,Transporte,6579,69,2039.49,1141,1065,4245.49,450,121,118,689,871,0
SOL-007053,20,M,soltero,Propia,1,Sierra,Periurbano,2990,4,Quincenal,Comercio,9513,63,3519.81,2621,649,6789.81,450,214,319,983,706,1
SOL-007054,51,M,viudo,Alquilada,4,Costa,Periurbano,8168,99,Diario,Servicios,6352,52,3048.96,774,294,4116.96,960,197,187,1344,739,0
SOL-007055,60,M,divorciado,Propia,5,Selva,Periurbano,1400,64,Diario,Transporte,1955,51,957.95,211,289,1457.95,1080,90,50,1220,885,0
SOL-007056,18,M,soltero,Familiar,1,Sierra,Rural,7010,3,Mensual,Transporte,6160,55,2772,344,489,3605,390,102,45,537,664,0
SOL-007057,34,F,casado,Alquilada,3,Sierra,Periurbano,412,7,Mensual,Transporte,2224,71,644.96,250,6,900.96,740,63,13,816,830,0
SOL-007058,61,F,conviviente,Alquilada,1,Sierra,Urbano,3166,2,Quincenal,Transporte,7384,64,2658.24,1787,537,4982.24,520,168,161,849,740,0
SOL-007059,19,F,soltero,Familiar,1,Sierra,Urbano,3596,93,Diario,Comercio,7298,69,2262.38,495,1170,3927.38,520,200,139,859,793,1
SOL-007060,58,M,soltero,Familiar,1,Costa,Periurbano,891,60,Diario,Servicios,4207,73,1135.89,944,391,2470.89,480,56,218,754,958,1
SOL-007061,30,F,soltero,Familiar,1,Costa,Rural,12433,23,Semanal,Transporte,7462,10,6715.8,2193,652,9560.8,430,300,166,896,949,1
SOL-007062,21,F,soltero,Familiar,1,Costa,Periurbano,8874,62,Diario,Servicios,9679,61,3774.81,2263,268,6305.81,480,126,417,1023,835,0
SOL-007063,70,M,viudo,Alquilada,3,Costa,Urbano,2919,3,Mensual,Comercio,4471,52,2146.08,116,602,2864.08,890,82,91,1063,716,0
SOL-007064,39,M,conviviente,Alquilada,5,Costa,Rural,377,4,Mensual,Transporte,4320,70,1296,664,822,2782,1000,57,109,1166,964,1
SOL-007065,34,F,conviviente,Alquilada,6,Selva,Periurbano,2555,8,Semanal,Servicios,6330,63,2342.1,214,939,3495.1,1240,152,291,1683,652,0
SOL-007066,24,M,conviviente,Alquilada,6,Selva,Urbano,8135,24,Quincenal,Transporte,6101,55,2745.45,328,240,3313.45,1330,136,511,1977,720,0
SOL-007067,41,M,casado,Alquilada,4,Sierra,Rural,3378,15,Semanal,Servicios,9234,74,2400.84,62,614,3076.84,750,192,54,996,742,1
SOL-007068,18,M,soltero,Alquilada,1,Sierra,Rural,1396,50,Semanal,Comercio,1928,73,520.56,296,75,891.56,390,52,35,477,930,1
SOL-007069,36,M,divorciado,Familiar,6,Costa,Rural,670,30,Semanal,Transporte,5375,65,1881.25,179,143,2203.25,1150,80,103,1333,944,1
SOL-007070,47,M,viudo,Familiar,1,Selva,Urbano,7463,36,Diario,Transporte,6252,60,2500.8,1819,1230,5549.8,490,129,139,758,758,0
SOL-007071,62,M,conviviente,Alquilada,4,Selva,Periurbano,2596,33,Semanal,Transporte,2794,51,1369.06,203,295,1867.06,920,127,110,1157,848,0
SOL-007072,48,M,divorciado,Familiar,2,Sierra,Rural,1807,7,Mensual,Transporte,2841,73,767.07,72,559,1398.07,520,56,44,620,940,1
SOL-007073,59,F,viudo,Propia,4,Costa,Rural,958,7,Mensual,Produccion,2540,38,1574.8,409,335,2318.8,840,79,309,1228,890,1
SOL-007074,22,F,soltero,Propia,1,Costa,Periurbano,3829,12,Quincenal,Produccion,3896,55,1753.2,320,580,2653.2,480,94,273,847,970,1
SOL-007075,30,M,divorciado,Familiar,5,Costa,Urbano,333,9,Mensual,Comercio,1031,38,639.22,125,7,771.22,1250,50,42,1342,656,0
SOL-007076,45,F,soltero,Familiar,1,Costa,Rural,3272,35,Diario,Transporte,6929,59,2840.89,1495,821,5156.89,430,140,276,846,966,0
SOL-007077,40,F,conviviente,Familiar,6,Costa,Periurbano,2529,62,Diario,Comercio,7152,54,3289.92,63,1249,4601.92,1300,303,383,1986,717,1
SOL-007078,33,F,conviviente,Familiar,6,Costa,Urbano,1340,74,Diario,Transporte,3413,54,1569.98,791,188,2548.98,1440,108,181,1729,742,0
SOL-007079,30,F,soltero,Familiar,1,Selva,Rural,6467,103,Diario,Comercio,6167,65,2158.45,1643,600,4401.45,350,60,239,649,978,0
SOL-007080,54,M,soltero,Alquilada,1,Selva,Rural,361,82,Diario,Produccion,3680,69,1140.8,686,549,2375.8,350,88,71,509,966,1
SOL-007081,31,F,conviviente,Alquilada,6,Sierra,Rural,3752,14,Semanal,Transporte,8647,10,7782.3,478,361,8621.3,1020,576,1070,2666,818,1
SOL-007082,49,F,soltero,Familiar,1,Costa,Periurbano,15860,16,Quincenal,Produccion,6815,18,5588.3,357,326,6271.3,480,255,8,743,993,1
SOL-007083,38,M,conviviente,Familiar,5,Costa,Urbano,348,58,Diario,Servicios,1091,55,490.95,267,18,775.95,1250,50,1,1301,803,0
SOL-007084,62,F,casado,Familiar,4,Sierra,Rural,2431,90,Diario,Comercio,5841,63,2161.17,1575,403,4139.17,750,144,198,1092,964,1
SOL-007085,21,M,soltero,Familiar,1,Costa,Urbano,562,97,Diario,Comercio,1051,54,483.46,89,45,617.46,550,48,28,626,705,0
SOL-007086,32,F,conviviente,Alquilada,1,Selva,Urbano,691,42,Diario,Comercio,2690,65,941.5,700,510,2151.5,490,54,113,657,820,1
SOL-007087,38,F,divorciado,Familiar,5,Selva,Urbano,5774,4,Mensual,Servicios,7381,65,2583.35,1493,662,4738.35,1160,148,364,1672,941,0
SOL-007088,36,M,soltero,Alquilada,1,Sierra,Urbano,1003,36,Semanal,Comercio,9938,71,2882.02,512,1360,4754.02,520,174,475,1169,827,1
SOL-007089,50,M,conviviente,Familiar,3,Selva,Rural,7653,8,Mensual,Transporte,4650,45,2557.5,1244,32,3833.5,590,168,215,973,960,1
SOL-007090,23,M,soltero,Familiar,1,Sierra,Urbano,5673,64,Diario,Comercio,9313,70,2793.9,2030,600,5423.9,520,155,95,770,776,0
SOL-007091,49,F,divorciado,Alquilada,1,Selva,Urbano,3749,7,Quincenal,Comercio,6939,66,2359.26,263,1026,3648.26,490,214,403,1107,728,0
SOL-007092,48,F,conviviente,Familiar,3,Sierra,Rural,886,88,Diario,Servicios,1018,63,376.66,122,50,548.66,630,46,2,678,728,0
SOL-007093,45,M,soltero,Alquilada,1,Sierra,Rural,2353,10,Quincenal,Servicios,7732,57,3324.76,719,1544,5587.76,390,315,227,932,805,1
SOL-007094,41,F,viudo,Propia,3,Selva,Urbano,2400,5,Mensual,Comercio,5059,67,1669.47,333,538,2540.47,800,128,276,1204,738,1
SOL-007095,57,M,viudo,Alquilada,3,Selva,Rural,6578,7,Mensual,Servicios,3050,26,2257,810,39,3106,590,67,213,870,668,0
SOL-007096,18,F,soltero,Alquilada,1,Costa,Periurbano,891,8,Mensual,Servicios,2423,72,678.44,429,92,1199.44,480,53,117,650,871,1
SOL-007097,65,F,viudo,Alquilada,6,Costa,Periurbano,7473,17,Semanal,Transporte,6619,25,4964.25,809,105,5878.25,1300,452,804,2556,956,0
SOL-007098,69,M,casado,Propia,6,Sierra,Periurbano,5904,53,Diario,Produccion,9169,69,2842.39,2351,761,5954.39,1210,60,414,1684,868,0
SOL-007099,56,M,divorciado,Propia,3,Selva,Urbano,4016,99,Diario,Transporte,3944,52,1893.12,219,548,2660.12,800,187,261,1248,763,0
SOL-007100,26,F,casado,Propia,6,Selva,Periurbano,6624,37,Semanal,Comercio,4951,40,2970.6,497,964,4431.6,1240,166,438,1844,928,1
SOL-007101,28,M,casado,Alquilada,1,Selva,Urbano,7181,40,Semanal,Servicios,9229,70,2768.7,1068,775,4611.7,490,58,36,584,898,1
SOL-007102,22,M,viudo,Familiar,5,Costa,Rural,1222,53,Diario,Comercio,1360,66,462.4,170,74,706.4,1000,48,47,1095,704,0
SOL-007103,42,M,casado,Propia,5,Selva,Periurbano,4601,40,Semanal,Produccion,6786,70,2035.8,930,1013,3978.8,1080,162,208,1450,990,1
SOL-007104,45,M,conviviente,Propia,1,Sierra,Urbano,6178,21,Quincenal,Transporte,5913,60,2365.2,31,1092,3488.2,520,58,112,690,731,1
SOL-007105,22,M,soltero,Propia,1,Selva,Periurbano,7851,103,Diario,Produccion,9309,66,3165.06,1314,1254,5733.06,430,287,195,912,939,0
SOL-007106,59,F,casado,Familiar,1,Selva,Urbano,3089,61,Diario,Comercio,3576,66,1215.84,714,547,2476.84,490,82,134,706,920,0
SOL-007107,45,F,viudo,Familiar,6,Sierra,Urbano,316,16,Quincenal,Transporte,3918,61,1528.02,589,270,2387.02,1350,65,233,1648,942,1
SOL-007108,20,F,soltero,Familiar,1,Selva,Periurbano,675,21,Quincenal,Servicios,1338,70,401.4,77,128,606.4,430,48,56,534,738,0
SOL-007109,55,F,casado,Alquilada,2,Sierra,Rural,4276,21,Quincenal,Servicios,8438,76,2025.12,956,1296,4277.12,520,51,37,608,861,1
SOL-007110,52,M,conviviente,Familiar,4,Sierra,Rural,4213,15,Quincenal,Comercio,8544,74,2221.44,982,800,4003.44,750,109,201,1060,788,1
SOL-007111,61,F,conviviente,Familiar,4,Selva,Urbano,13117,8,Mensual,Servicios,8491,38,5264.42,420,57,5741.42,990,245,633,1868,833,0
SOL-007112,65,M,casado,Alquilada,2,Sierra,Periurbano,849,7,Mensual,Produccion,1329,74,345.54,288,45,678.54,590,47,33,670,892,0
SOL-007113,42,M,viudo,Familiar,1,Costa,Rural,335,109,Diario,Produccion,1622,73,437.94,336,247,1020.94,430,43,41,514,787,1
SOL-007114,48,F,conviviente,Propia,1,Selva,Urbano,1666,16,Semanal,Produccion,2571,66,874.14,639,114,1627.14,490,67,26,583,707,1
SOL-007115,24,M,conviviente,Alquilada,1,Sierra,Periurbano,3318,42,Semanal,Comercio,6188,52,2970.24,540,244,3754.24,450,242,519,1211,707,1
SOL-007116,55,F,divorciado,Familiar,1,Selva,Rural,5094,40,Semanal,Comercio,8912,77,2049.76,1872,519,4440.76,350,162,357,869,923,1
SOL-007117,45,M,casado,Familiar,5,Selva,Urbano,1824,8,Mensual,Transporte,6071,30,4249.7,1785,322,6356.7,1160,331,219,1710,736,1
SOL-007118,23,F,soltero,Familiar,1,Selva,Periurbano,2627,10,Mensual,Comercio,4945,73,1335.15,901,921,3157.15,430,101,160,691,832,1
SOL-007119,67,M,soltero,Alquilada,1,Selva,Urbano,2592,86,Diario,Comercio,8118,68,2597.76,2122,475,5194.76,490,212,383,1085,700,1
SOL-007120,35,M,divorciado,Propia,5,Costa,Rural,1037,5,Quincenal,Transporte,5025,68,1608,711,518,2837,1000,120,30,1150,697,1
SOL-007121,63,F,soltero,Familiar,1,Sierra,Periurbano,3191,39,Semanal,Transporte,7712,72,2159.36,2055,1234,5448.36,450,104,42,596,836,1
SOL-007122,22,F,viudo,Familiar,2,Sierra,Periurbano,1743,3,Mensual,Transporte,8860,67,2923.8,711,578,4212.8,590,220,102,912,849,1
SOL-007123,67,M,conviviente,Alquilada,5,Selva,Rural,9795,12,Mensual,Transporte,9804,66,3333.36,867,1527,5727.36,840,325,102,1267,930,1
SOL-007124,65,F,viudo,Alquilada,2,Sierra,Urbano,5494,20,Semanal,Comercio,9357,70,2807.1,1293,866,4966.1,670,123,10,803,820,1
SOL-007125,24,F,soltero,Propia,1,Sierra,Urbano,4609,77,Diario,Transporte,5547,64,1996.92,134,366,2496.92,520,56,103,679,769,0
SOL-007126,41,F,casado,Alquilada,5,Sierra,Periurbano,1147,6,Quincenal,Servicios,2008,40,1204.8,49,182,1435.8,1050,118,173,1341,985,0
SOL-007127,25,F,conviviente,Propia,4,Sierra,Urbano,942,7,Mensual,Transporte,9009,69,2792.79,2333,1241,6366.79,1000,271,93,1364,972,1
SOL-007128,67,F,viudo,Propia,3,Selva,Rural,820,16,Quincenal,Produccion,3155,71,914.95,467,506,1887.95,590,56,74,720,943,1
SOL-007129,32,F,casado,Alquilada,4,Selva,Rural,352,49,Diario,Comercio,1659,72,464.52,179,89,732.52,710,49,47,806,666,0
SOL-007130,57,F,soltero,Alquilada,1,Costa,Rural,1996,5,Mensual,Comercio,7896,54,3632.16,1885,225,5742.16,430,296,107,833,661,1
SOL-007131,60,M,conviviente,Familiar,5,Selva,Urbano,411,118,Diario,Comercio,2252,70,675.6,18,343,1036.6,1160,62,116,1338,980,0
SOL-007132,25,F,conviviente,Propia,1,Sierra,Rural,3915,10,Quincenal,Produccion,5453,65,1908.55,103,485,2496.55,390,165,104,659,849,1
SOL-007133,38,M,casado,Familiar,6,Selva,Rural,1989,7,Mensual,Servicios,3919,71,1136.51,16,233,1385.51,970,76,163,1209,761,0
SOL-007134,69,F,conviviente,Familiar,6,Selva,Urbano,5870,21,Semanal,Transporte,6230,67,2055.9,1570,573,4198.9,1330,70,405,1805,653,1
SOL-007135,69,F,divorciado,Propia,2,Selva,Urbano,17879,14,Quincenal,Produccion,9260,10,8334,1047,1502,10883,640,80,1126,1846,693,1
SOL-007136,29,M,soltero,Familiar,1,Selva,Rural,2214,50,Diario,Servicios,2902,50,1451,172,145,1768,350,96,89,535,976,0
SOL-007137,70,F,conviviente,Familiar,4,Selva,Rural,5368,40,Semanal,Transporte,9264,69,2871.84,872,1390,5133.84,710,159,490,1359,766,1
SOL-007138,36,F,casado,Propia,2,Selva,Rural,938,11,Quincenal,Transporte,4228,54,1944.88,174,212,2330.88,470,69,381,920,784,1
SOL-007139,18,M,soltero,Alquilada,1,Costa,Urbano,3488,4,Quincenal,Servicios,5887,65,2060.45,98,300,2458.45,550,137,41,728,659,0
SOL-007140,33,M,divorciado,Alquilada,4,Selva,Periurbano,8898,10,Mensual,Comercio,8885,53,4175.95,149,623,4947.95,920,383,677,1980,772,1
SOL-007141,43,F,divorciado,Familiar,5,Selva,Rural,1012,10,Semanal,Servicios,2332,63,862.84,599,274,1735.84,840,73,91,1004,824,0
SOL-007142,19,M,soltero,Alquilada,1,Sierra,Periurbano,1461,56,Diario,Produccion,2673,63,989.01,647,355,1991.01,450,75,56,581,866,0
SOL-007143,61,F,casado,Familiar,6,Selva,Periurbano,2811,114,Diario,Transporte,2451,53,1151.97,118,300,1569.97,1240,71,46,1357,730,0
SOL-007144,60,F,casado,Propia,3,Selva,Periurbano,329,7,Quincenal,Produccion,2501,63,925.37,166,295,1386.37,740,52,7,799,876,1
SOL-007145,20,F,soltero,Familiar,1,Costa,Urbano,3275,24,Quincenal,Produccion,7959,60,3183.6,1792,1460,6435.6,550,89,534,1173,668,1
SOL-007146,60,M,casado,Familiar,3,Selva,Urbano,4512,19,Quincenal,Transporte,6128,71,1777.12,997,470,3244.12,800,56,31,887,732,1
SOL-007147,66,M,soltero,Propia,1,Selva,Periurbano,1916,69,Diario,Transporte,7217,76,1732.08,1090,1118,3940.08,430,118,147,695,737,1
SOL-007148,18,F,soltero,Propia,1,Selva,Periurbano,3949,3,Quincenal,Comercio,2878,47,1525.34,744,403,2672.34,430,66,171,667,902,0
SOL-007149,56,M,casado,Propia,3,Selva,Periurbano,2358,103,Diario,Transporte,2482,68,794.24,600,95,1489.24,740,71,138,949,843,0
SOL-007150,20,F,soltero,Alquilada,1,Sierra,Urbano,1690,22,Quincenal,Transporte,1843,68,589.76,135,53,777.76,520,53,61,634,727,0
SOL-007151,54,F,casado,Alquilada,2,Selva,Periurbano,2656,41,Semanal,Produccion,6725,42,3900.5,1534,1163,6597.5,580,134,65,779,980,1
SOL-007152,21,F,soltero,Familiar,1,Selva,Urbano,2876,21,Quincenal,Comercio,2819,65,986.65,327,9,1322.65,490,71,134,695,753,0
SOL-007153,43,M,divorciado,Familiar,6,Selva,Rural,12004,3,Quincenal,Comercio,9376,54,4312.96,2509,1514,8335.96,970,195,100,1265,936,0
SOL-007154,47,F,casado,Familiar,3,Selva,Urbano,2706,37,Diario,Servicios,6233,70,1869.9,893,1210,3972.9,800,137,367,1304,734,0
SOL-007155,31,F,viudo,Alquilada,1,Costa,Urbano,4501,38,Semanal,Comercio,9771,70,2931.3,2604,1410,6945.3,550,275,306,1131,781,1
SOL-007156,28,F,divorciado,Alquilada,4,Sierra,Urbano,654,12,Quincenal,Servicios,2099,34,1385.34,222,417,2024.34,1000,131,2,1133,698,1
SOL-007157,65,F,conviviente,Familiar,2,Sierra,Periurbano,6822,9,Mensual,Transporte,3881,15,3298.85,832,214,4344.85,590,205,501,1296,970,1
SOL-007158,37,F,casado,Familiar,5,Selva,Rural,1614,36,Semanal,Produccion,8268,38,5126.16,2347,1602,9075.16,840,502,357,1699,724,1
SOL-007159,41,M,soltero,Alquilada,1,Sierra,Rural,6124,52,Diario,Transporte,9059,63,3351.83,442,1574,5367.83,390,93,36,519,681,0
SOL-007160,48,F,divorciado,Propia,6,Selva,Periurbano,540,33,Diario,Transporte,1636,63,605.32,372,298,1275.32,1240,58,49,1347,780,0
SOL-007161,46,F,casado,Alquilada,1,Sierra,Periurbano,1981,101,Diario,Transporte,3810,40,2286,277,197,2760,450,67,44,561,888,1
SOL-007162,19,M,soltero,Familiar,1,Costa,Rural,6148,23,Semanal,Comercio,7312,40,4387.2,2083,351,6821.2,430,224,349,1003,968,1
SOL-007163,44,F,divorciado,Familiar,4,Selva,Periurbano,3558,15,Quincenal,Transporte,5440,63,2012.8,1185,381,3578.8,920,59,302,1281,727,1
SOL-007164,28,F,divorciado,Alquilada,6,Selva,Urbano,3922,48,Diario,Produccion,5336,51,2614.64,629,127,3370.64,1330,208,405,1943,685,0
SOL-007165,66,M,casado,Familiar,2,Selva,Periurbano,9888,17,Semanal,Comercio,9519,65,3331.65,750,40,4121.65,580,73,591,1244,997,0
SOL-007166,25,F,soltero,Familiar,1,Costa,Periurbano,4784,2,Quincenal,Comercio,6110,70,1833,534,626,2993,480,136,219,835,810,0
SOL-007167,29,F,viudo,Familiar,5,Costa,Urbano,2888,33,Semanal,Produccion,9649,70,2894.7,587,1559,5040.7,1250,272,72,1594,718,1
SOL-007168,36,M,casado,Propia,2,Sierra,Urbano,1905,22,Semanal,Servicios,8368,74,2175.68,2202,1619,5996.68,670,60,64,794,936,1
SOL-007169,63,F,viudo,Propia,5,Sierra,Rural,2331,18,Quincenal,Transporte,3394,40,2036.4,341,141,2518.4,890,187,292,1369,875,1
SOL-007170,65,M,casado,Familiar,4,Sierra,Periurbano,2981,59,Diario,Servicios,2237,54,1029.02,200,17,1246.02,890,64,2,956,778,0
SOL-007171,38,M,soltero,Familiar,1,Selva,Rural,2290,12,Mensual,Servicios,5995,65,2098.25,1198,1033,4329.25,350,70,254,674,887,1
SOL-007172,60,M,soltero,Alquilada,1,Costa,Periurbano,3658,8,Mensual,Comercio,6044,76,1450.56,433,711,2594.56,480,125,199,804,834,1
SOL-007173,42,M,soltero,Alquilada,1,Selva,Urbano,8075,6,Mensual,Transporte,8372,60,3348.8,1171,821,5340.8,490,92,127,709,806,1
SOL-007174,26,F,divorciado,Alquilada,3,Costa,Periurbano,654,4,Mensual,Produccion,7668,52,3680.64,568,395,4643.64,790,67,244,1101,958,1
SOL-007175,36,F,casado,Propia,1,Costa,Rural,7871,6,Semanal,Transporte,6216,15,5283.6,1069,266,6618.6,430,352,205,987,964,0
SOL-007176,67,M,conviviente,Familiar,4,Costa,Periurbano,1360,45,Semanal,Comercio,9659,60,3863.6,2295,704,6862.6,960,359,433,1752,791,1
SOL-007177,18,F,soltero,Familiar,1,Sierra,Urbano,1195,50,Semanal,Servicios,4706,56,2070.64,310,766,3146.64,520,165,137,822,799,1
SOL-007178,24,F,conviviente,Propia,2,Costa,Urbano,1119,32,Diario,Servicios,9768,69,3028.08,2255,1363,6646.08,710,229,140,1079,987,1
SOL-007179,43,M,conviviente,Alquilada,4,Sierra,Periurbano,1247,9,Quincenal,Transporte,1910,76,458.4,396,187,1041.4,890,45,16,951,750,0
SOL-007180,58,M,divorciado,Propia,4,Selva,Periurbano,3934,40,Semanal,Comercio,9310,54,4282.6,2467,853,7602.6,920,82,785,1787,928,1
SOL-007181,55,M,divorciado,Alquilada,2,Sierra,Periurbano,319,50,Semanal,Produccion,9683,74,2517.58,936,1389,4842.58,590,195,297,1082,886,1
SOL-007182,48,M,casado,Propia,2,Selva,Periurbano,4299,79,Diario,Comercio,5481,65,1918.35,1122,74,3114.35,580,105,18,703,997,0
SOL-007183,43,M,divorciado,Propia,6,Selva,Rural,2156,36,Semanal,Comercio,7583,85,1137.45,597,1314,3048.45,970,88,87,1145,974,1
SOL-007184,66,M,conviviente,Propia,4,Selva,Urbano,6285,9,Mensual,Produccion,9291,77,2136.93,1622,1760,5518.93,990,131,301,1422,765,1
SOL-007185,67,M,casado,Alquilada,5,Sierra,Periurbano,6040,15,Quincenal,Comercio,8598,66,2923.32,1134,787,4844.32,1050,266,233,1549,777,1
SOL-007186,33,F,divorciado,Alquilada,6,Selva,Rural,3800,13,Quincenal,Transporte,9567,66,3252.78,827,21,4100.78,970,169,589,1728,683,1
SOL-007187,44,F,casado,Alquilada,2,Costa,Rural,4244,6,Semanal,Transporte,2593,32,1763.24,582,67,2412.24,560,122,51,733,990,0
SOL-007188,34,M,divorciado,Alquilada,4,Costa,Rural,14795,12,Mensual,Comercio,9805,49,5000.55,802,187,5989.55,840,415,582,1837,909,1
SOL-007189,18,M,soltero,Propia,1,Selva,Rural,2444,118,Diario,Produccion,1713,38,1062.06,40,325,1427.06,350,77,47,474,663,0
SOL-007190,65,F,divorciado,Alquilada,1,Costa,Periurbano,5297,6,Semanal,Comercio,3059,34,2018.94,487,430,2935.94,480,62,275,817,933,0
SOL-007191,40,F,soltero,Familiar,1,Costa,Urbano,6725,39,Diario,Transporte,9633,70,2889.9,322,677,3888.9,550,88,504,1142,904,0
SOL-007192,24,F,soltero,Alquilada,1,Selva,Periurbano,549,21,Quincenal,Comercio,2201,59,902.41,154,84,1140.41,430,53,130,613,781,1
SOL-007193,24,F,conviviente,Propia,5,Costa,Periurbano,5052,3,Mensual,Produccion,7197,70,2159.1,946,418,3523.1,1130,98,379,1607,873,0
SOL-007194,63,F,viudo,Familiar,3,Sierra,Urbano,3313,35,Semanal,Servicios,4743,75,1185.75,1114,600,2899.75,830,52,80,962,788,1
SOL-007195,38,F,conviviente,Alquilada,6,Selva,Periurbano,15000,41,Semanal,Comercio,5979,10,5381.1,521,373,6275.1,1240,104,229,1573,709,1
SOL-007196,69,F,casado,Alquilada,2,Costa,Periurbano,6053,7,Mensual,Transporte,6880,70,2064,324,587,2975,630,104,334,1068,998,0
SOL-007197,34,M,soltero,Alquilada,1,Selva,Periurbano,556,4,Quincenal,Transporte,7755,61,3024.45,531,596,4151.45,430,161,55,646,671,1
SOL-007198,35,F,viudo,Alquilada,3,Costa,Urbano,1861,110,Diario,Comercio,7732,73,2087.64,924,307,3318.64,890,202,398,1490,669,1
SOL-007199,54,F,soltero,Familiar,1,Selva,Rural,10164,11,Mensual,Produccion,5486,38,3401.32,912,490,4803.32,350,116,463,929,709,1
SOL-007200,18,F,soltero,Familiar,1,Costa,Rural,10704,102,Diario,Produccion,9530,62,3621.4,1693,1820,7134.4,430,56,304,790,814,0
SOL-007201,31,F,casado,Familiar,4,Selva,Urbano,9624,5,Semanal,Servicios,4162,15,3537.7,907,52,4496.7,990,73,543,1606,933,0
SOL-007202,39,M,divorciado,Alquilada,4,Costa,Periurbano,6438,22,Semanal,Produccion,6739,61,2628.21,55,533,3216.21,960,131,436,1527,789,0
SOL-007203,45,M,viudo,Propia,4,Costa,Periurbano,902,15,Quincenal,Transporte,2371,74,616.46,507,347,1470.46,960,54,53,1067,934,0
SOL-007204,22,F,viudo,Propia,2,Sierra,Periurbano,2233,88,Diario,Servicios,4151,71,1203.79,209,494,1906.79,590,109,36,735,925,0
SOL-007205,44,M,casado,Alquilada,4,Costa,Rural,1260,5,Mensual,Comercio,1363,65,477.05,0,215,692.05,840,47,25,912,881,0
SOL-007206,50,F,soltero,Propia,1,Selva,Rural,2838,87,Diario,Transporte,9245,66,3143.3,344,1392,4879.3,350,243,291,884,765,1
SOL-007207,39,F,viudo,Alquilada,1,Sierra,Urbano,407,5,Quincenal,Transporte,1042,55,468.9,265,24,757.9,520,49,61,630,833,0
SOL-007208,59,M,conviviente,Propia,6,Costa,Rural,6541,4,Semanal,Comercio,8044,70,2413.2,92,933,3438.2,1150,237,465,1852,719,0
SOL-007209,52,M,divorciado,Alquilada,1,Costa,Rural,627,45,Diario,Servicios,1501,63,555.37,115,297,967.37,430,53,61,544,994,0
SOL-007210,37,M,divorciado,Familiar,3,Costa,Rural,2263,14,Quincenal,Produccion,7224,63,2672.88,886,281,3839.88,700,146,259,1105,925,1
SOL-007211,67,F,conviviente,Propia,6,Sierra,Periurbano,3273,15,Quincenal,Transporte,6281,75,1570.25,539,639,2748.25,1210,117,301,1628,960,0
SOL-007212,20,F,soltero,Propia,1,Sierra,Rural,3753,14,Quincenal,Produccion,9848,72,2757.44,2895,843,6495.44,390,258,377,1025,700,1
SOL-007213,30,F,conviviente,Alquilada,2,Costa,Periurbano,959,12,Quincenal,Comercio,5997,62,2278.86,653,63,2994.86,630,97,190,917,700,1
SOL-007214,51,F,conviviente,Familiar,4,Selva,Urbano,2753,3,Mensual,Produccion,6240,62,2371.2,88,121,2580.2,990,134,275,1399,897,0
SOL-007215,28,F,soltero,Propia,1,Sierra,Urbano,860,24,Quincenal,Servicios,1182,69,366.42,246,221,833.42,520,50,6,576,862,0
SOL-007216,56,F,soltero,Alquilada,1,Selva,Periurbano,1844,12,Mensual,Transporte,8737,60,3494.8,648,1082,5224.8,430,242,674,1346,932,1
SOL-007217,50,M,soltero,Propia,1,Costa,Periurbano,1832,10,Quincenal,Produccion,3748,63,1386.76,732,415,2533.76,480,75,206,761,824,1
