ID,edad,genero,estado_civil,tipo_vivienda,integrantes,zona_geografica,tipo_zona,monto_solicitado,plazo,periodo,ingreso_adicional,ingreso_terceros,sector_economico,costo_inversion,ingreso_mensual_neto,gasto_basico,gastos_operativos,gastos_financieros,deuda_total_financiera,puntaje_experian,aprobado
SOL-009759,69,M,soltero,Propia,1,Sierra,Periurbano,2346,79,Diario,497,45,Comercio,70,1141.2,450,76,116,4176,543,1
SOL-009760,27,F,divorciado,Propia,6,Selva,Urbano,2794,5,Semanal,826,896,Servicios,38,3594.76,1330,62,171,1710,898,1
SOL-009761,39,M,soltero,Propia,1,Selva,Periurbano,1751,23,Quincenal,497,808,Produccion,40,3264.6,430,237,651,1953,815,1
SOL-009762,66,F,conviviente,Familiar,4,Costa,Periurbano,3252,4,Mensual,486,153,Produccion,59,1468.62,960,103,243,1215,759,1
SOL-009763,48,F,soltero,Alquilada,1,Selva,Periurbano,1329,8,Quincenal,911,273,Comercio,69,1110.73,430,97,41,369,703,1
SOL-009764,48,M,viudo,Alquilada,3,Selva,Periurbano,1940,21,Quincenal,1359,414,Produccion,60,3071.6,740,77,210,1890,655,1
SOL-009765,53,M,viudo,Alquilada,6,Sierra,Rural,327,4,Mensual,74,20,Produccion,76,246.48,1020,25,16,480,733,0
SOL-009766,30,M,divorciado,Propia,4,Costa,Periurbano,10373,51,Diario,1165,1233,Produccion,40,4597.2,960,144,290,2610,869,1
SOL-009767,19,F,soltero,Alquilada,1,Selva,Periurbano,8204,3,Mensual,980,1292,Servicios,60,3708,430,115,489,16137,384,1
SOL-009768,54,M,viudo,Alquilada,3,Sierra,Periurbano,8918,11,Mensual,1106,733,Comercio,40,3122.4,740,296,258,3096,743,1
SOL-009769,36,M,divorciado,Familiar,5,Selva,Periurbano,443,20,Semanal,225,44,Comercio,66,569.84,1080,51,78,1560,589,0
SOL-009770,68,F,casado,Propia,6,Selva,Urbano,964,68,Diario,449,236,Transporte,56,731.72,1330,60,82,984,883,0
SOL-009771,41,F,soltero,Alquilada,1,Selva,Rural,2253,19,Quincenal,216,287,Servicios,51,1525.37,350,79,123,615,847,1
SOL-009772,68,M,casado,Alquilada,2,Sierra,Rural,1410,82,Diario,267,195,Servicios,76,900.48,520,80,97,1358,976,1
SOL-009773,65,M,casado,Alquilada,2,Costa,Rural,1565,111,Diario,1,5,Transporte,18,1093.06,560,60,117,2808,637,1
SOL-009774,24,M,soltero,Alquilada,1,Costa,Urbano,1654,96,Diario,65,333,Comercio,25,1696.5,550,62,319,5104,560,1
SOL-009775,57,F,viudo,Alquilada,1,Selva,Rural,1623,101,Diario,685,55,Servicios,78,544.5,350,50,98,1176,589,1
SOL-009776,65,M,viudo,Alquilada,3,Costa,Urbano,11548,32,Diario,893,1303,Comercio,35,6026.8,890,238,1066,25584,419,1
SOL-009777,30,M,viudo,Alquilada,2,Selva,Urbano,1106,51,Semanal,139,219,Servicios,78,488.62,640,48,21,462,874,0
SOL-009778,36,M,conviviente,Alquilada,1,Costa,Urbano,3040,110,Diario,1178,862,Transporte,55,1946.25,550,179,79,948,701,1
SOL-009779,21,M,soltero,Propia,1,Selva,Periurbano,7770,74,Diario,1171,1446,Transporte,50,3685.5,430,120,482,10122,529,1
SOL-009780,31,M,divorciado,Propia,4,Sierra,Rural,8886,19,Quincenal,702,437,Comercio,15,3449.3,750,220,197,4728,780,1
SOL-009781,53,M,divorciado,Familiar,2,Costa,Urbano,2417,73,Diario,1060,166,Produccion,70,1170.6,710,58,112,1344,688,1
SOL-009782,18,F,soltero,Propia,1,Sierra,Rural,4142,75,Diario,842,0,Transporte,64,1428.84,390,82,233,2330,650,1
SOL-009783,28,M,conviviente,Propia,3,Costa,Periurbano,3076,7,Mensual,116,677,Comercio,50,2198.5,790,176,346,692,676,1
SOL-009784,37,M,casado,Familiar,2,Sierra,Periurbano,3424,70,Diario,114,68,Comercio,72,1886.08,590,115,50,400,930,1
SOL-009785,53,F,soltero,Propia,1,Selva,Periurbano,6341,82,Diario,57,31,Comercio,15,2851.75,430,214,410,3280,914,1
SOL-009786,49,F,soltero,Propia,1,Costa,Rural,1115,23,Semanal,162,174,Produccion,66,494.02,430,50,49,245,847,1
SOL-009787,54,M,conviviente,Propia,5,Selva,Periurbano,6749,51,Diario,150,694,Transporte,71,2690.62,1080,74,462,1848,908,1
SOL-009788,58,M,conviviente,Alquilada,6,Costa,Urbano,441,103,Diario,1610,683,Transporte,52,3110.88,1440,217,511,12264,594,1
SOL-009789,51,M,conviviente,Alquilada,1,Sierra,Periurbano,5590,47,Semanal,581,712,Comercio,32,4685.2,450,149,893,8037,975,1
SOL-009790,55,M,viudo,Propia,5,Costa,Urbano,1639,16,Quincenal,336,289,Produccion,53,1527.97,1250,93,129,387,909,1
SOL-009791,42,F,divorciado,Alquilada,4,Costa,Urbano,3610,89,Diario,727,684,Servicios,40,2999.4,1070,180,240,480,904,1
SOL-009792,47,M,divorciado,Alquilada,4,Sierra,Periurbano,958,22,Semanal,136,182,Comercio,74,394.16,890,41,24,120,910,0
SOL-009793,61,F,divorciado,Alquilada,3,Sierra,Urbano,788,17,Quincenal,651,1898,Servicios,80,1994.6,830,61,90,540,994,1
SOL-009794,27,M,soltero,Alquilada,1,Selva,Urbano,4908,13,Quincenal,1077,900,Comercio,60,1950.4,490,76,186,5580,505,1
SOL-009795,50,M,casado,Alquilada,5,Selva,Urbano,1295,4,Mensual,189,62,Transporte,50,1050.5,1160,63,155,1860,880,0
SOL-009796,27,M,viudo,Alquilada,2,Selva,Periurbano,11584,21,Quincenal,242,1274,Transporte,30,5603.5,580,434,194,1164,865,1
SOL-009797,46,F,divorciado,Propia,6,Costa,Urbano,3034,10,Quincenal,1320,978,Comercio,63,2097.53,1440,151,7,168,836,1
SOL-009798,57,M,divorciado,Propia,4,Selva,Rural,1896,36,Semanal,1538,1356,Transporte,70,2429.1,710,120,131,131,843,1
SOL-009799,67,M,soltero,Alquilada,1,Sierra,Periurbano,2431,6,Mensual,448,372,Servicios,50,1031,450,61,184,4048,505,1
SOL-009800,57,M,divorciado,Alquilada,3,Selva,Periurbano,7723,7,Mensual,508,854,Transporte,53,3416.43,740,212,228,684,731,1
SOL-009801,54,M,viudo,Familiar,6,Costa,Rural,4236,5,Mensual,188,1209,Produccion,70,2451,1150,66,292,2044,770,1
SOL-009802,56,F,divorciado,Propia,5,Selva,Rural,437,11,Quincenal,20,151,Comercio,60,751.6,840,50,67,134,960,0
SOL-009803,59,M,divorciado,Familiar,3,Selva,Rural,1657,86,Diario,1340,1613,Servicios,70,2931.6,590,283,571,2284,819,1
SOL-009804,46,M,viudo,Propia,1,Selva,Periurbano,1205,22,Semanal,319,82,Transporte,79,437.43,430,44,60,1620,574,1
SOL-009805,39,M,conviviente,Familiar,2,Sierra,Urbano,2956,5,Quincenal,420,129,Comercio,56,1445.84,670,140,201,2211,874,1
SOL-009806,42,M,viudo,Alquilada,1,Selva,Urbano,499,34,Semanal,1025,490,Produccion,68,1990.4,490,76,351,4212,573,1
SOL-009807,62,M,conviviente,Alquilada,6,Costa,Periurbano,2280,5,Semanal,1414,489,Comercio,66,3398.98,1300,92,121,968,853,1
SOL-009808,23,F,divorciado,Familiar,2,Costa,Rural,4768,106,Diario,2189,1009,Servicios,61,3592.68,560,116,242,4356,795,1
SOL-009809,24,M,casado,Propia,4,Sierra,Rural,5572,116,Diario,101,542,Produccion,40,2691.6,750,135,19,342,762,1
SOL-009810,53,F,conviviente,Alquilada,3,Selva,Rural,2014,15,Quincenal,363,295,Comercio,63,1545.49,590,106,166,1328,922,1
SOL-009811,67,F,viudo,Propia,1,Sierra,Rural,499,78,Diario,327,423,Transporte,73,596.97,390,58,77,1617,573,1
SOL-009812,66,M,conviviente,Propia,6,Sierra,Urbano,4525,3,Quincenal,1506,80,Comercio,73,2304.18,1350,97,4,12,839,1
SOL-009813,40,M,casado,Alquilada,5,Sierra,Periurbano,3190,5,Semanal,213,325,Comercio,57,2150,1050,210,215,5160,515,1
SOL-009814,31,F,soltero,Alquilada,1,Selva,Urbano,946,42,Diario,277,294,Servicios,67,634.92,490,56,100,200,693,1
SOL-009815,38,M,conviviente,Alquilada,1,Costa,Rural,4587,10,Semanal,1193,57,Produccion,55,2433.15,430,208,170,1020,917,1
SOL-009816,67,F,viudo,Alquilada,6,Sierra,Periurbano,3694,44,Diario,290,512,Servicios,55,1351.35,1210,127,12,108,801,1
SOL-009817,30,M,soltero,Alquilada,1,Selva,Periurbano,2366,4,Semanal,1419,802,Comercio,71,2168.33,430,178,86,2838,956,1
SOL-009818,70,M,casado,Propia,5,Selva,Periurbano,4119,112,Diario,775,376,Comercio,38,1874.88,1080,105,190,1140,662,1
SOL-009819,60,M,casado,Propia,1,Costa,Urbano,5874,11,Mensual,189,1017,Transporte,69,2733.27,550,92,204,2448,969,1
SOL-009820,59,M,divorciado,Familiar,1,Selva,Rural,3811,14,Quincenal,33,17,Produccion,30,1321.6,350,106,80,640,807,1
SOL-009821,25,F,viudo,Familiar,5,Sierra,Rural,479,60,Diario,286,331,Servicios,64,1440.72,890,102,59,885,839,1
SOL-009822,29,F,viudo,Familiar,3,Costa,Urbano,959,26,Semanal,329,196,Servicios,68,765.44,890,64,108,864,800,0
SOL-009823,54,F,soltero,Propia,1,Selva,Rural,8291,11,Semanal,1081,331,Produccion,61,3456.96,350,313,362,1086,726,1
SOL-009824,21,M,soltero,Familiar,1,Costa,Urbano,6315,43,Semanal,842,852,Comercio,25,3510.75,550,154,204,1632,771,1
SOL-009825,56,F,casado,Alquilada,3,Selva,Periurbano,382,26,Semanal,1201,1467,Comercio,25,5931,740,351,26,156,740,1
SOL-009826,66,F,viudo,Propia,2,Sierra,Rural,1584,31,Diario,772,1400,Transporte,60,3085.6,520,172,22,462,977,1
SOL-009827,50,F,divorciado,Familiar,1,Sierra,Periurbano,2682,9,Mensual,1350,380,Produccion,63,2126.02,450,174,171,5130,648,1
SOL-009828,21,M,soltero,Familiar,1,Selva,Rural,11981,11,Mensual,2480,232,Transporte,50,4372,350,244,541,10820,602,1
SOL-009829,54,F,soltero,Alquilada,1,Sierra,Urbano,1903,86,Diario,1308,403,Comercio,68,1837.76,520,146,237,4266,560,1
SOL-009830,62,M,soltero,Alquilada,1,Sierra,Rural,3552,36,Semanal,933,549,Servicios,62,1283.64,390,122,182,364,875,1
SOL-009831,42,M,divorciado,Propia,4,Costa,Periurbano,2176,82,Diario,338,194,Servicios,22,918.84,960,72,175,350,914,0
SOL-009832,57,F,conviviente,Familiar,6,Sierra,Rural,466,15,Quincenal,789,65,Comercio,72,1439.2,1020,67,169,507,819,1
SOL-009833,40,M,viudo,Alquilada,5,Sierra,Rural,2316,10,Quincenal,1239,408,Comercio,56,2856.48,890,169,316,1580,854,1
SOL-009834,20,F,soltero,Alquilada,1,Selva,Rural,725,9,Mensual,248,133,Comercio,65,455,350,49,38,912,568,1
SOL-009835,42,F,divorciado,Propia,2,Costa,Periurbano,2366,45,Semanal,1910,1511,Comercio,65,2708.3,630,163,453,2718,798,1
SOL-009836,28,M,divorciado,Propia,4,Sierra,Urbano,4448,87,Diario,266,759,Servicios,64,2135.52,1000,137,150,1800,976,1
SOL-009837,30,M,soltero,Propia,1,Selva,Periurbano,6768,23,Quincenal,1496,754,Comercio,58,3289.86,430,104,39,390,656,1
SOL-009838,36,F,conviviente,Alquilada,3,Selva,Urbano,332,58,Diario,593,159,Comercio,85,331.65,800,36,39,936,605,0
SOL-009839,24,M,casado,Familiar,6,Sierra,Urbano,611,12,Quincenal,1027,1120,Produccion,71,1727.24,1350,102,216,4536,570,1
SOL-009840,33,F,divorciado,Familiar,3,Sierra,Rural,3519,6,Quincenal,2608,1413,Produccion,62,3792.02,630,127,130,130,753,1
SOL-009841,42,M,viudo,Familiar,1,Sierra,Urbano,1618,18,Semanal,1146,274,Produccion,70,2462.4,520,93,265,265,736,1
SOL-009842,63,F,casado,Propia,6,Sierra,Periurbano,7811,6,Semanal,1245,440,Comercio,49,4585.92,1210,351,225,5400,923,1
SOL-009843,63,F,viudo,Familiar,3,Sierra,Periurbano,7523,7,Mensual,2155,373,Produccion,70,2847,740,132,9,162,933,1
SOL-009844,45,F,divorciado,Alquilada,6,Costa,Periurbano,2025,7,Quincenal,1809,870,Comercio,62,2375.76,1300,129,466,3728,861,1
SOL-009845,62,M,casado,Propia,6,Selva,Rural,3930,116,Diario,932,124,Transporte,70,1934.1,970,176,342,1026,871,1
SOL-009846,55,M,soltero,Propia,1,Selva,Urbano,2049,20,Quincenal,1163,484,Transporte,61,1909.44,490,122,275,8250,306,1
SOL-009847,34,F,divorciado,Propia,5,Sierra,Urbano,388,77,Diario,823,224,Servicios,75,1488.75,1180,108,4,40,678,1
SOL-009848,26,M,soltero,Propia,1,Costa,Periurbano,2587,4,Quincenal,82,1053,Comercio,71,2766.6,480,276,468,15444,449,1
SOL-009849,66,M,casado,Familiar,3,Sierra,Periurbano,7138,14,Semanal,2287,1026,Transporte,68,2616.64,740,244,314,942,764,1
SOL-009850,35,F,viudo,Familiar,2,Sierra,Rural,1138,11,Semanal,943,175,Produccion,71,1118.82,520,104,188,2256,543,1
SOL-009851,27,F,soltero,Propia,1,Costa,Urbano,755,19,Quincenal,696,590,Produccion,53,1959.43,550,169,294,882,933,1
SOL-009852,49,F,casado,Alquilada,2,Selva,Periurbano,2073,9,Mensual,144,195,Servicios,30,751.8,580,69,96,2016,594,1
SOL-009853,65,M,viudo,Propia,3,Sierra,Periurbano,3969,68,Diario,1660,485,Servicios,74,2213.12,740,112,209,1254,937,1
SOL-009854,49,F,conviviente,Propia,6,Sierra,Periurbano,812,65,Diario,908,91,Comercio,59,1317.33,1210,125,23,276,692,1
SOL-009855,58,M,soltero,Alquilada,1,Selva,Rural,2969,104,Diario,552,159,Servicios,31,2166.6,350,111,53,53,825,1
SOL-009856,50,F,divorciado,Propia,2,Costa,Urbano,781,20,Quincenal,601,871,Servicios,40,3520.8,710,247,333,3996,835,1
SOL-009857,19,M,soltero,Alquilada,1,Selva,Periurbano,6699,20,Quincenal,1917,1136,Produccion,69,2796.2,430,192,342,4104,929,1
SOL-009858,68,M,casado,Familiar,3,Selva,Rural,1216,115,Diario,1035,233,Transporte,67,1552.65,590,64,258,1548,850,1
SOL-009859,68,F,casado,Propia,2,Costa,Periurbano,3039,22,Semanal,741,419,Servicios,63,1274.28,630,125,75,2475,728,1
SOL-009860,28,M,soltero,Propia,1,Sierra,Rural,9245,40,Semanal,1826,1118,Servicios,41,4615.57,390,348,905,6335,986,1
SOL-009861,40,M,conviviente,Familiar,1,Costa,Periurbano,839,4,Mensual,772,284,Comercio,55,1174.95,480,65,138,1242,845,1
SOL-009862,41,M,casado,Alquilada,5,Sierra,Urbano,2729,103,Diario,227,1046,Produccion,72,1631.28,1180,125,71,2556,965,1
SOL-009863,45,M,casado,Familiar,5,Selva,Urbano,1890,5,Quincenal,589,257,Comercio,54,2123.82,1160,110,143,4719,510,1
SOL-009864,53,F,soltero,Alquilada,1,Selva,Urbano,1079,45,Semanal,413,284,Comercio,54,729.56,490,56,69,690,685,1
SOL-009865,31,M,conviviente,Alquilada,1,Sierra,Urbano,4308,76,Diario,1540,163,Produccion,62,1990.44,520,134,367,5138,521,1
SOL-009866,57,M,viudo,Familiar,5,Costa,Rural,1250,4,Quincenal,1510,752,Comercio,73,2178.36,1000,102,183,2745,895,1
SOL-009867,65,M,casado,Propia,1,Costa,Urbano,1520,12,Mensual,213,56,Servicios,75,679.25,550,56,98,98,788,0
SOL-009868,53,F,viudo,Familiar,3,Costa,Rural,4472,5,Mensual,1410,441,Produccion,52,2964.48,700,264,197,1773,799,1
SOL-009869,42,M,divorciado,Alquilada,2,Costa,Periurbano,487,95,Diario,852,196,Produccion,51,1800.26,630,70,347,2082,672,1
SOL-009870,36,F,casado,Familiar,6,Selva,Rural,6497,10,Mensual,2264,1562,Transporte,38,5136.7,970,455,995,35820,29,1
SOL-009871,43,M,viudo,Propia,1,Sierra,Periurbano,9009,2,Quincenal,1667,34,Comercio,34,6083.22,450,229,1017,21357,532,1
SOL-009872,27,F,divorciado,Alquilada,1,Sierra,Urbano,2789,31,Diario,761,135,Transporte,71,1347.34,520,109,37,777,752,1
SOL-009873,28,M,viudo,Familiar,4,Selva,Periurbano,2020,32,Semanal,373,675,Transporte,54,2618.32,920,246,81,891,921,1
SOL-009874,34,M,viudo,Familiar,2,Sierra,Rural,4514,12,Mensual,178,1102,Servicios,66,1969.62,520,142,252,756,771,1
SOL-009875,26,F,divorciado,Familiar,4,Sierra,Rural,3352,25,Semanal,1208,27,Comercio,68,2104.96,750,70,241,1446,890,1
SOL-009876,64,M,viudo,Alquilada,6,Costa,Periurbano,7752,10,Mensual,933,1669,Produccion,30,6366.5,1300,148,855,4275,853,1
SOL-009877,49,M,soltero,Alquilada,1,Selva,Periurbano,5607,8,Mensual,2111,407,Transporte,65,2812.95,430,179,294,4410,849,1
SOL-009878,70,M,casado,Familiar,4,Selva,Rural,7317,12,Mensual,476,1759,Transporte,68,2857.92,710,54,200,3000,755,1
SOL-009879,35,M,conviviente,Propia,3,Costa,Rural,3996,10,Mensual,1656,253,Servicios,73,2061.18,700,68,275,1925,907,1
SOL-009880,52,M,viudo,Familiar,1,Sierra,Periurbano,6334,107,Diario,252,379,Transporte,57,2134.95,450,68,6,12,767,1
SOL-009881,69,F,conviviente,Propia,1,Selva,Periurbano,3073,33,Semanal,1103,415,Produccion,53,2708.61,430,108,262,4716,904,1
SOL-009882,44,F,conviviente,Familiar,4,Selva,Urbano,4325,25,Semanal,369,435,Servicios,30,1581.3,990,103,225,2475,729,1
SOL-009883,18,F,soltero,Alquilada,1,Selva,Periurbano,896,50,Semanal,506,74,Transporte,78,704.44,430,65,135,945,904,1
SOL-009884,24,M,divorciado,Alquilada,2,Sierra,Urbano,4856,6,Mensual,50,199,Comercio,64,3015,670,59,60,300,764,1
SOL-009885,21,F,soltero,Alquilada,1,Sierra,Periurbano,1084,26,Semanal,258,190,Comercio,74,400.92,450,49,24,240,833,1
SOL-009886,49,M,viudo,Alquilada,1,Costa,Periurbano,6437,7,Semanal,1429,1136,Comercio,33,5500.03,480,386,974,1948,894,1
SOL-009887,45,M,soltero,Propia,1,Sierra,Periurbano,2172,6,Mensual,1856,1136,Servicios,73,1950.75,450,105,352,4224,647,1
SOL-009888,24,M,conviviente,Alquilada,5,Selva,Urbano,5315,3,Quincenal,878,408,Produccion,38,1815.36,1160,167,10,120,819,1
SOL-009889,38,M,viudo,Familiar,2,Sierra,Urbano,4903,38,Diario,1737,1366,Produccion,10,7760.7,670,409,753,9036,957,1
SOL-009890,39,F,conviviente,Familiar,4,Sierra,Periurbano,1971,8,Mensual,59,924,Transporte,72,1767.08,890,85,206,2472,907,1
SOL-009891,62,F,divorciado,Familiar,1,Sierra,Urbano,3209,28,Semanal,701,44,Produccion,61,1255.41,520,116,99,1485,928,1
SOL-009892,47,M,viudo,Alquilada,4,Selva,Rural,3978,71,Diario,750,390,Servicios,70,1755.9,710,60,308,2156,960,1
SOL-009893,32,M,viudo,Propia,5,Sierra,Urbano,2331,52,Diario,1690,654,Servicios,50,2950,1180,202,510,6120,601,1
SOL-009894,59,M,soltero,Alquilada,1,Sierra,Rural,436,11,Mensual,716,439,Transporte,15,4305.25,390,307,406,9744,644,1
SOL-009895,67,F,conviviente,Familiar,1,Selva,Rural,2314,40,Semanal,501,166,Transporte,71,940.76,350,64,43,473,748,1
SOL-009896,68,F,casado,Familiar,1,Sierra,Rural,3282,77,Diario,78,638,Transporte,71,2061.61,390,135,48,1008,655,1
SOL-009897,60,F,conviviente,Propia,2,Selva,Rural,1830,106,Diario,828,781,Produccion,79,835.17,470,73,20,60,761,1
SOL-009898,30,M,casado,Familiar,1,Selva,Urbano,852,37,Semanal,559,660,Servicios,69,1895.96,490,161,63,756,849,1
SOL-009899,49,F,conviviente,Alquilada,1,Selva,Rural,2777,62,Diario,2,1060,Comercio,67,2586.87,350,228,171,4617,893,1
SOL-009900,49,F,divorciado,Familiar,3,Costa,Periurbano,1395,11,Semanal,923,10,Servicios,74,848.9,790,75,49,294,721,1
SOL-009901,24,M,casado,Propia,5,Costa,Periurbano,2030,3,Mensual,172,81,Produccion,70,716.7,1130,65,120,240,783,0
SOL-009902,65,F,conviviente,Propia,3,Selva,Urbano,6603,12,Mensual,482,554,Transporte,66,3134.46,800,285,608,6080,687,1
SOL-009903,41,M,casado,Familiar,1,Costa,Rural,4331,20,Quincenal,505,533,Comercio,65,1863.05,430,90,54,540,780,1
SOL-009904,33,F,divorciado,Familiar,2,Selva,Urbano,949,8,Mensual,163,222,Transporte,42,999.92,640,86,75,1050,706,1
SOL-009905,56,M,viudo,Alquilada,4,Costa,Urbano,4224,42,Semanal,55,472,Comercio,50,2985.5,1070,188,254,3048,987,1
SOL-009906,55,M,casado,Alquilada,3,Costa,Urbano,2047,113,Diario,1526,521,Produccion,50,2549.5,890,124,326,7172,509,1
SOL-009907,20,M,soltero,Propia,1,Sierra,Periurbano,5816,17,Quincenal,430,757,Servicios,73,2264.49,450,87,142,2272,893,1
SOL-009908,50,M,soltero,Propia,1,Sierra,Periurbano,860,21,Quincenal,1667,135,Transporte,65,3264.1,450,98,580,13920,389,1
SOL-009909,63,M,soltero,Familiar,1,Sierra,Rural,6729,106,Diario,1922,1166,Produccion,40,4092.6,390,274,155,5115,896,1
SOL-009910,25,F,conviviente,Alquilada,2,Selva,Periurbano,956,31,Semanal,509,77,Servicios,77,1478.21,580,113,83,747,860,1
SOL-009911,19,M,soltero,Propia,1,Selva,Urbano,499,43,Diario,1702,328,Transporte,69,1849.46,490,170,38,228,866,1
SOL-009912,39,F,casado,Alquilada,1,Selva,Urbano,18597,33,Semanal,532,1070,Transporte,20,7927.2,490,185,1454,47982,186,1
SOL-009913,52,F,conviviente,Alquilada,2,Sierra,Periurbano,16165,11,Quincenal,218,654,Produccion,13,5460.99,590,198,734,11010,587,1
SOL-009914,65,F,viudo,Propia,5,Selva,Urbano,2999,18,Quincenal,576,1078,Comercio,25,6660.75,1160,192,144,3024,860,1
SOL-009915,64,F,casado,Familiar,5,Sierra,Urbano,607,10,Mensual,292,34,Comercio,70,381,1180,46,22,352,772,0
SOL-009916,50,M,viudo,Alquilada,5,Sierra,Periurbano,915,7,Mensual,90,145,Produccion,68,326.72,1050,33,26,858,506,0
SOL-009917,25,M,viudo,Propia,6,Sierra,Periurbano,1249,11,Mensual,642,1834,Comercio,75,2387.5,1210,163,371,8904,535,1
SOL-009918,70,M,soltero,Propia,1,Costa,Periurbano,1968,44,Semanal,1576,1424,Servicios,53,4285.46,480,311,564,5640,914,1
SOL-009919,27,M,conviviente,Familiar,6,Costa,Urbano,3073,6,Mensual,597,795,Comercio,74,2566.2,1440,97,301,2408,973,1
SOL-009920,35,M,soltero,Alquilada,1,Selva,Periurbano,4123,99,Diario,1429,696,Produccion,58,2581.74,430,224,443,9303,600,1
SOL-009921,30,M,casado,Propia,4,Costa,Urbano,4329,23,Quincenal,2849,1559,Comercio,65,3406.9,1070,227,484,1936,789,1
SOL-009922,55,F,conviviente,Propia,3,Selva,Periurbano,1537,6,Mensual,90,465,Comercio,66,1400.8,740,138,89,1246,678,1
SOL-009923,57,F,soltero,Alquilada,1,Selva,Rural,1637,18,Quincenal,1638,80,Produccion,63,2985.53,350,210,157,785,984,1
SOL-009924,59,F,viudo,Propia,6,Selva,Rural,3969,5,Quincenal,798,359,Produccion,70,1901.7,970,156,29,174,775,1
SOL-009925,41,F,soltero,Alquilada,1,Costa,Rural,1269,24,Semanal,499,255,Servicios,67,650.76,430,65,2,66,924,1
SOL-009926,19,F,soltero,Alquilada,1,Sierra,Periurbano,1388,15,Quincenal,192,44,Transporte,60,875.2,450,71,31,651,898,1
SOL-009927,42,M,viudo,Familiar,2,Costa,Periurbano,2110,105,Diario,283,52,Transporte,18,1140.62,630,81,145,1595,820,1
SOL-009928,23,M,soltero,Propia,1,Costa,Rural,5791,110,Diario,350,128,Comercio,55,2905.2,430,116,1,11,814,1
SOL-009929,47,F,viudo,Propia,2,Sierra,Periurbano,2651,95,Diario,118,511,Transporte,71,918.72,590,87,173,1730,961,1
SOL-009930,32,M,divorciado,Propia,5,Costa,Periurbano,6522,85,Diario,63,471,Transporte,70,2329.2,1130,67,383,4213,936,1
SOL-009931,68,M,casado,Propia,3,Sierra,Rural,1658,8,Mensual,1568,666,Comercio,73,1619.46,630,93,244,4392,586,1
SOL-009932,33,M,viudo,Alquilada,4,Selva,Urbano,926,44,Semanal,53,121,Comercio,65,408.8,990,46,73,2628,128,0
SOL-009933,38,F,viudo,Familiar,6,Selva,Urbano,749,77,Diario,125,190,Comercio,45,898.15,1330,81,60,480,822,0
SOL-009934,23,F,viudo,Alquilada,5,Sierra,Rural,4961,10,Semanal,568,1150,Comercio,70,1993.2,890,117,161,483,938,1
SOL-009935,34,M,divorciado,Familiar,2,Selva,Periurbano,10067,12,Quincenal,1486,41,Comercio,61,3426.93,580,299,170,340,891,1
SOL-009936,26,F,divorciado,Familiar,5,Sierra,Urbano,986,13,Quincenal,1310,416,Servicios,73,1627.56,1180,100,229,6183,593,1
SOL-009937,34,M,conviviente,Alquilada,6,Costa,Periurbano,6365,11,Mensual,621,657,Transporte,66,3267.4,1300,102,581,4648,978,1
SOL-009938,43,M,viudo,Familiar,5,Costa,Urbano,3100,12,Mensual,495,784,Produccion,73,1229.31,1250,83,48,240,754,1
SOL-009939,41,F,divorciado,Propia,2,Costa,Urbano,6220,10,Quincenal,115,600,Servicios,66,2959.7,710,180,441,1764,748,1
SOL-009940,42,M,viudo,Alquilada,2,Selva,Rural,1712,34,Semanal,191,75,Produccion,61,982.02,470,72,65,260,932,1
SOL-009941,31,F,soltero,Familiar,1,Costa,Urbano,342,3,Mensual,783,131,Comercio,68,942.72,550,67,59,885,976,1
SOL-009942,48,M,viudo,Familiar,1,Selva,Urbano,1423,35,Semanal,244,491,Comercio,70,800.7,490,79,0,0,962,1
SOL-009943,53,M,divorciado,Familiar,1,Costa,Urbano,492,13,Quincenal,227,164,Produccion,68,328.96,550,45,57,1026,529,0
SOL-009944,23,F,conviviente,Alquilada,3,Costa,Urbano,7650,19,Semanal,786,747,Comercio,40,2940,890,158,86,2580,758,1
SOL-009945,42,F,divorciado,Propia,5,Costa,Rural,5067,3,Quincenal,1810,526,Produccion,43,3920.46,1000,368,416,6240,778,1
SOL-009946,68,M,divorciado,Propia,6,Selva,Periurbano,4844,7,Semanal,1426,1291,Comercio,73,1861.38,1240,133,66,396,693,1
SOL-009947,26,F,casado,Propia,2,Costa,Periurbano,4617,24,Quincenal,1346,994,Transporte,69,1614.79,630,52,311,2488,988,1
SOL-009948,42,M,conviviente,Familiar,2,Costa,Urbano,7251,26,Semanal,2117,406,Transporte,58,3871.98,710,359,111,666,983,1
SOL-009949,28,F,soltero,Alquilada,1,Sierra,Urbano,2896,19,Semanal,986,409,Produccion,66,1479.34,520,74,32,768,917,1
SOL-009950,68,M,conviviente,Familiar,1,Sierra,Rural,2869,44,Semanal,849,277,Servicios,61,1537.77,390,141,157,942,897,1
SOL-009951,54,M,viudo,Alquilada,2,Sierra,Rural,6009,16,Quincenal,400,1015,Comercio,61,2142.66,520,111,134,1608,651,1
SOL-009952,32,F,divorciado,Alquilada,1,Costa,Periurbano,9136,12,Quincenal,825,745,Comercio,15,4077.45,480,257,402,12060,537,1
SOL-009953,43,M,soltero,Alquilada,1,Sierra,Periurbano,8483,6,Quincenal,286,987,Produccion,60,3428,450,185,214,5136,937,1
SOL-009954,46,M,divorciado,Familiar,4,Sierra,Urbano,514,9,Semanal,1792,612,Comercio,76,1435.68,1000,114,229,1832,807,1
